source_name	display_name	source_material	display_systems	segments	triangles	source
uryvr	URYVR	neurunkfunc	nervous	1	2624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
auar	AUAR	neurunkfunc	nervous	1	4416	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
plnl	PLNL	neurunkfunc	nervous	1	6592	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
alnl	ALNL	neurunkfunc	nervous	1	5824	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
canr	CANR	neurunkfunc	nervous	1	4544	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
urydr	URYDR	neurunkfunc	nervous	1	3904	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
ala	ALA	neurunkfunc	nervous	1	9984	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
aual	AUAL	neurunkfunc	nervous	1	4416	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
urydl	URYDL	neurunkfunc	nervous	1	3904	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
uryvl	URYVL	neurunkfunc	nervous	1	2624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pm1	pm1	odd	muscular;digestive	1	10048	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pm7vl	pm7vl	odd	muscular;digestive	1	4624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pm7d	pm7d	odd	muscular;digestive	1	5184	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pm5vl	pm5vl	odd	muscular;digestive	1	5008	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pm5d	pm5d	odd	muscular;digestive	1	5376	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pm5vr	pm5vr	odd	muscular;digestive	1	4368	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pm3vl	pm3vl	odd	muscular;digestive	1	6576	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pm3d	pm3d	odd	muscular;digestive	1	5232	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pm3vr	pm3vr	odd	muscular;digestive	1	6320	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pm7vr	pm7vr	odd	muscular;digestive	1	4768	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phar_gland_g1_r_phar_gland_vd_g1_.000	phar gland g1 r phar gland vd g1 .000	phary_&_rect_glands	digestive	1	2240	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rect_vr	rect vr	phary_&_rect_glands	digestive	1	960	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rect_d	rect d	phary_&_rect_glands	digestive	1	1728	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rect_vl	rect vl	phary_&_rect_glands	digestive	1	960	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phar_gland_g2_vr_phar_gland_vg2r	phar gland g2 vr phar gland vg2r	phary_&_rect_glands	digestive	1	1984	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phar_gland_dorsal_g2_phar_gland_vd	phar gland dorsal g2 phar gland vd	phary_&_rect_glands	digestive	1	4160	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phar_gland_g1_l_phar_gland_vg1l	phar gland g1 l phar gland vg1l	phary_&_rect_glands	digestive	1	10176	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phar_gland_g2_vl_phar_gland_vg2l	phar gland g2 vl phar gland vg2l	phary_&_rect_glands	digestive	1	1984	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
anus	anus	pharyngeal_epithelium	digestive	1	640	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
e1vr	e1vr	pharyngeal_epithelium	digestive	1	2624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
e3vr	e3vr	pharyngeal_epithelium	digestive	1	2736	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
e2dr	e2dr	pharyngeal_epithelium	digestive	1	4368	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
e2dl	e2dl	pharyngeal_epithelium	digestive	1	4112	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
e3d	e3d	pharyngeal_epithelium	digestive	1	3040	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
e1d	e1d	pharyngeal_epithelium	digestive	1	3392	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
e2v	e2v	pharyngeal_epithelium	digestive	1	4528	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
e3vl	e3vl	pharyngeal_epithelium	digestive	1	2736	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
e1vl	e1vl	pharyngeal_epithelium	digestive	1	2624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
olqvr	OLQVR	polymodalneuron	nervous	1	2624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il1vr	IL1VR	polymodalneuron	nervous	1	2752	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il1r	IL1R	polymodalneuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
nsmr	NSMR	polymodalneuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
mcr	MCR	polymodalneuron	nervous	1	3904	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
mcl	MCL	polymodalneuron	nervous	1	3904	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
olqdr	OLQDR	polymodalneuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
nsml	NSML	polymodalneuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il1dr	IL1DR	polymodalneuron	nervous	1	756	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
avl	AVL	polymodalneuron	nervous	1	8384	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il1dl	IL1DL	polymodalneuron	nervous	1	756	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il1vl	IL1VL	polymodalneuron	nervous	1	2752	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il1l	IL1L	polymodalneuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
olqdl	OLQDL	polymodalneuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
olqvl	OLQVL	polymodalneuron	nervous	1	2624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
y	y	rectal_epithelium	digestive	1	1472	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
b	b	rectal_epithelium	digestive	1	1472	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
u	u	rectal_epithelium	digestive	1	1472	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
f	f	rectal_epithelium	digestive	1	1472	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
k	k	rectal_epithelium	digestive	1	1472	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
kprime	kprime	rectal_epithelium	digestive	1	1472	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
seam_cells_left	seam cells left	seam_cell	surface	1	11072	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
seam_cells_right	seam cells right	seam_cell	surface	1	11072	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pvm	PVM	sensoryneuron	nervous	1	4672	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pvdr	PVDR	sensoryneuron	nervous	3	222000	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pder	PDER	sensoryneuron	nervous	1	6720	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
avm	AVM	sensoryneuron	nervous	1	5312	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
almr	ALMR	sensoryneuron	nervous	1	4032	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pvr	PVR	sensoryneuron	nervous	1	9664	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
plmr	PLMR	sensoryneuron	nervous	1	5696	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phcr	PHCR	sensoryneuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phbr	PHBR	sensoryneuron	nervous	1	2496	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phar	PHAR	sensoryneuron	nervous	1	2496	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pvdl	PVDL	sensoryneuron	nervous	3	222128	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il2vr	IL2VR	sensoryneuron	nervous	1	2624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
flpr	FLPR	sensoryneuron	nervous	1	6080	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
bagr	BAGR	sensoryneuron	nervous	1	3904	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il2r	IL2R	sensoryneuron	nervous	1	2752	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
awcr	AWCR	sensoryneuron	nervous	1	4928	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
awbr	AWBR	sensoryneuron	nervous	1	4544	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
awar	AWAR	sensoryneuron	nervous	1	4544	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
askr	ASKR	sensoryneuron	nervous	1	4544	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
asir	ASIR	sensoryneuron	nervous	1	4928	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
aser	ASER	sensoryneuron	nervous	1	5568	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
ashr	ASHR	sensoryneuron	nervous	1	4544	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
adlr	ADLR	sensoryneuron	nervous	1	4416	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
adfr	ADFR	sensoryneuron	nervous	1	4416	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
ader	ADER	sensoryneuron	nervous	2	4160	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pqr	PQR	sensoryneuron	nervous	1	3008	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phcl	PHCL	sensoryneuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phbl	PHBL	sensoryneuron	nervous	1	2496	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
phal	PHAL	sensoryneuron	nervous	1	2496	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
plml	PLML	sensoryneuron	nervous	1	5696	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pdel	PDEL	sensoryneuron	nervous	1	6592	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
alml	ALML	sensoryneuron	nervous	1	4032	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il2vl	IL2VL	sensoryneuron	nervous	1	2624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
cepdr	CEPDR	sensoryneuron	nervous	1	4032	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
asgr	ASGR	sensoryneuron	nervous	1	3904	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
ollr	OLLR	sensoryneuron	nervous	1	4672	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il2dr	IL2DR	sensoryneuron	nervous	1	2752	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
afdr	AFDR	sensoryneuron	nervous	1	4416	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
cepvr	CEPVR	sensoryneuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
asjr	ASJR	sensoryneuron	nervous	1	4800	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
aqr	AQR	sensoryneuron	nervous	1	4672	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
il2dl	IL2DL	sensoryneuron	nervous	1	2752	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
bagl	BAGL	sensoryneuron	nervous	1	3904	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
cepvl	CEPVL	sensoryneuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
adel	ADEL	sensoryneuron	nervous	1	4160	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
flpl	FLPL	sensoryneuron	nervous	1	6080	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
adll	ADLL	sensoryneuron	nervous	1	4416	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
ashl	ASHL	sensoryneuron	nervous	1	4544	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
awbl	AWBL	sensoryneuron	nervous	1	4544	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
afdl	AFDL	sensoryneuron	nervous	1	4416	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
adfl	ADFL	sensoryneuron	nervous	1	4416	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
asel	ASEL	sensoryneuron	nervous	2	5568	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
awcl	AWCL	sensoryneuron	nervous	1	4928	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
asjl	ASJL	sensoryneuron	nervous	1	4800	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
cepdl	CEPDL	sensoryneuron	nervous	1	4032	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
asil	ASIL	sensoryneuron	nervous	1	4928	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
askl	ASKL	sensoryneuron	nervous	1	4544	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
asgl	ASGL	sensoryneuron	nervous	1	3904	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
