source_name	display_name	source_material	display_systems	segments	triangles	source
mc3dl	mc3dl	marginal_cells	digestive	1	1748	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
mc2dl	mc2dl	marginal_cells	digestive	1	6336	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
mc1dl	mc1dl	marginal_cells	digestive	1	9312	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va11	VA11	motor_neuron	nervous	1	1472	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
hsnr	HSNR	motor_neuron	nervous	1	5952	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
dd6	DD6	motor_neuron	nervous	1	5056	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
dd4	DD4	motor_neuron	nervous	1	6336	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
dd3	DD3	motor_neuron	nervous	1	5056	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
dd5	DD5	motor_neuron	nervous	1	4672	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
dd2	DD2	motor_neuron	nervous	1	4032	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
db7	DB7	motor_neuron	nervous	1	4160	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
db6	DB6	motor_neuron	nervous	1	4672	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
da9	DA9	motor_neuron	nervous	1	4032	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
da7	DA7	motor_neuron	nervous	1	5824	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
da6	DA6	motor_neuron	nervous	1	7360	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
da5	DA5	motor_neuron	nervous	1	5888	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as11	AS11	motor_neuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as10	AS10	motor_neuron	nervous	1	2976	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as9	AS9	motor_neuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as8	AS8	motor_neuron	nervous	1	3616	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as7	AS7	motor_neuron	nervous	1	3392	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as6	AS6	motor_neuron	nervous	1	3008	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as5	AS5	motor_neuron	nervous	1	3264	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as4	AS4	motor_neuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as3	AS3	motor_neuron	nervous	1	2752	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as2	AS2	motor_neuron	nervous	1	2880	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd13	VD13	motor_neuron	nervous	1	3520	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd12	VD12	motor_neuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd11	VD11	motor_neuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd10	VD10	motor_neuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd9	VD9	motor_neuron	nervous	2	3520	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd8	VD8	motor_neuron	nervous	1	4544	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd7	VD7	motor_neuron	nervous	1	4160	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd6	VD6	motor_neuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd5	VD5	motor_neuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd4	VD4	motor_neuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd3	VD3	motor_neuron	nervous	1	3264	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
db5	DB5	motor_neuron	nervous	1	6720	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
db4	DB4	motor_neuron	nervous	1	7744	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
da8	DA8	motor_neuron	nervous	1	4032	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
da4	DA4	motor_neuron	nervous	1	4800	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
da3	DA3	motor_neuron	nervous	1	3904	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
da2	DA2	motor_neuron	nervous	1	3776	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vc5	VC5	motor_neuron	nervous	1	3776	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
uravr	URAVR	motor_neuron	nervous	1	2624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
m5	M5	motor_neuron	nervous	1	6208	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
m3r	M3R	motor_neuron	nervous	1	3776	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
m2r	M2R	motor_neuron	nervous	1	2112	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
m1	M1	motor_neuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
dvb	DVB	motor_neuron	nervous	1	2880	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va12	VA12	motor_neuron	nervous	1	1088	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pda	PDA	motor_neuron	nervous	1	3520	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
pdb	PDB	motor_neuron	nervous	1	4416	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb11	VB11	motor_neuron	nervous	1	2112	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va10	VA10	motor_neuron	nervous	1	1984	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb10	VB10	motor_neuron	nervous	1	2496	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va9	VA9	motor_neuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vc6	VC6	motor_neuron	nervous	1	1728	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb9	VB9	motor_neuron	nervous	1	2368	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va8	VA8	motor_neuron	nervous	1	3392	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb8	VB8	motor_neuron	nervous	2	3264	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va7	VA7	motor_neuron	nervous	1	3520	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb7	VB7	motor_neuron	nervous	1	3264	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va6	VA6	motor_neuron	nervous	1	3392	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vc3	VC3	motor_neuron	nervous	1	7768	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb6	VB6	motor_neuron	nervous	1	3648	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va5	VA5	motor_neuron	nervous	1	2240	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vc2	VC2	motor_neuron	nervous	1	3520	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb5	VB5	motor_neuron	nervous	1	3776	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va4	VA4	motor_neuron	nervous	1	2368	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vc1	VC1	motor_neuron	nervous	1	3776	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb4	VB4	motor_neuron	nervous	1	3776	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va3	VA3	motor_neuron	nervous	1	2240	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
db3	DB3	motor_neuron	nervous	1	6592	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb3	VB3	motor_neuron	nervous	1	3520	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va2	VA2	motor_neuron	nervous	1	1856	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
hsnl	HSNL	motor_neuron	nervous	1	5952	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vc4	VC4	motor_neuron	nervous	1	3776	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
m4	M4	motor_neuron	nervous	1	6720	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
m2l	M2L	motor_neuron	nervous	1	2112	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
m3l	M3L	motor_neuron	nervous	1	3776	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
smbvr	SMBVR	motor_neuron	nervous	1	7360	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmfr	RMFR	motor_neuron	nervous	1	3520	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmgr	RMGR	motor_neuron	nervous	1	2496	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
uradr	URADR	motor_neuron	nervous	1	2880	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmer	RMER	motor_neuron	nervous	1	2336	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmhr	RMHR	motor_neuron	nervous	1	3520	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
smbdr	SMBDR	motor_neuron	nervous	1	5952	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
smddr	SMDDR	motor_neuron	nervous	2	6080	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmddr	RMDDR	motor_neuron	nervous	1	1984	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmdr	RMDR	motor_neuron	nervous	1	2240	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmdvr	RMDVR	motor_neuron	nervous	1	2240	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
smdvr	SMDVR	motor_neuron	nervous	1	6592	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rimr	RIMR	motor_neuron	nervous	1	4672	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmed	RMED	motor_neuron	nervous	1	3968	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmel	RMEL	motor_neuron	nervous	1	2336	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmev	RMEV	motor_neuron	nervous	1	8384	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
smdvl	SMDVL	motor_neuron	nervous	1	6592	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmdvl	RMDVL	motor_neuron	nervous	1	2240	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmdl	RMDL	motor_neuron	nervous	1	2240	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
riml	RIML	motor_neuron	nervous	1	4672	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd2	VD2	motor_neuron	nervous	1	3136	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
da1	DA1	motor_neuron	nervous	1	3392	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vd1	VD1	motor_neuron	nervous	1	4160	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
as1	AS1	motor_neuron	nervous	1	2752	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
db1	DB1	motor_neuron	nervous	1	8128	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
dd1	DD1	motor_neuron	nervous	1	3776	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
va1	VA1	motor_neuron	nervous	1	2496	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
db2	DB2	motor_neuron	nervous	1	6976	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb1	VB1	motor_neuron	nervous	1	4288	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
vb2	VB2	motor_neuron	nervous	1	3904	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmfl	RMFL	motor_neuron	nervous	1	3520	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
smbdl	SMBDL	motor_neuron	nervous	1	5952	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
smddl	SMDDL	motor_neuron	nervous	1	6080	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmhl	RMHL	motor_neuron	nervous	2	3520	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmddl	RMDDL	motor_neuron	nervous	1	1984	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
rmgl	RMGL	motor_neuron	nervous	1	2496	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
uravl	URAVL	motor_neuron	nervous	1	2624	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
uradl	URADL	motor_neuron	nervous	1	2880	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
smbvl	SMBVL	motor_neuron	nervous	1	7360	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
alnr	ALNR	neurunkfunc	nervous	1	5824	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
plnr	PLNR	neurunkfunc	nervous	1	6848	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
canl	CANL	neurunkfunc	nervous	1	4544	https://github.com/openworm/wormbrowser/blob/937839d19f505d0dff9aebb1e3bc69f7855942a8/org.openworm.wormbrowser/war/models/Virtual_Worm/Virtual_Worm_February_2012.js
